time,timestamp,frontend_recommendationservice,checkoutservice_emailservice,frontend_cartservice,cartservice_redis-cart,frontend_checkoutservice,frontend_currencyservice,checkoutservice_cartservice,productcatalogservice_mysql,gateway_nats,checkoutservice_shippingservice,frontend_shippingservice,checkoutservice_productcatalogservice,frontend_adservice,checkoutservice_currencyservice,checkoutservice_paymentservice,adservice_mysql,frontend_productcatalogservice,recommendationservice_productcatalogservice
2022-08-14 11:00:48.83869698 +0000 UTC m=+32701.070498334,1660474848,0.0218125,0.01,0.006273584905660377,0.46246666666666664,0.075,0.007785087719298245,0.005,12.208933333333333,0.020666666666666667,0.003,0.0033529411764705885,0.003333333333333333,0.7,0.0035714285714285713,0.003,5.376,0.0044251012145748985,0.009393939393939394
2022-08-14 11:01:48.649905597 +0000 UTC m=+32760.881706959,1660474908,0.020555555555555553,0.0075,0.006088709677419355,0.5574,0.175,0.007391304347826087,0.00625,13.445866666666667,0.0214,0.003,0.0037,0.00875,0.8333333333333334,0.01,0.00625,5.124,0.004269841269841271,0.008229166666666668
2022-08-14 11:02:48.647268444 +0000 UTC m=+32820.879069807,1660474968,0.02007462686567164,0.004,0.003619047619047619,0.6464666666666667,0.19,0.00857421875,0.004,14.916933333333333,0.019600000000000003,0.003,0.00324,0.004,0.019545454545454546,0.003999999999999999,0.003,7.812,0.004087071240105541,0.008317307692307692
2022-08-14 11:03:48.657191594 +0000 UTC m=+32880.888992948,1660475028,0.019923076923076925,0.007,0.005895522388059702,0.6267333333333334,0.175,0.008316831683168317,0.005,15.200133333333333,0.0228,0.0034000000000000002,0.003357142857142857,0.005,0.019642857142857142,0.05,0.003,7.224,0.004414492753623188,0.008297872340425531
2022-08-14 11:04:48.606622173 +0000 UTC m=+32940.838423540,1660475088,0.02580645161290323,0.0075,0.00623015873015873,0.6137333333333334,0.175,0.008556034482758622,0.0055,15.4116,0.0228,0.003,0.004076923076923077,0.004142857142857143,0.021329787234042556,0.004,0.0036666666666666666,8.736,0.0046421052631578945,0.009797297297297298
2022-08-14 11:05:48.645144223 +0000 UTC m=+33000.876945576,1660475148,0.023125,0.004,0.004559322033898305,0.5465333333333333,0.2,0.019715909090909093,0.005,13.2968,0.019600000000000003,0.0034000000000000002,0.003625,0.0035714285714285713,0.019072580645161288,0.037500000000000006,0.004,7.56,0.004755905511811024,0.009838709677419356
2022-08-14 11:06:48.860869001 +0000 UTC m=+33061.092670354,1660475208,0.020805084745762713,0.0075,0.0041818181818181815,0.6262000000000001,0.5,0.008676470588235296,0.003999999999999999,15.008533333333332,0.01960392078415683,0.0038571428571428567,0.0035555555555555557,0.006071428571428571,0.019439655172413795,0.0675,0.004333333333333333,7.308,0.005066079295154185,0.008206521739130434
2022-08-14 11:07:48.693701448 +0000 UTC m=+33120.925502819,1660475268,0.021651785714285714,0.0075,0.006107142857142858,0.6102000000000001,0.25,0.008228346456692914,0.005,15.382533333333333,0.0228,0.003,0.0033076923076923075,0.003,0.021,0.025,0.005,6.888,0.004043478260869564,0.009361702127659573
2022-08-14 11:08:48.670877354 +0000 UTC m=+33180.902678718,1660475328,0.02275,0.007083333333333334,0.006007462686567164,0.6311333333333333,0.19,0.008727678571428572,0.0038000000000000004,15.0816,0.0213,0.0031538461538461538,0.0034761904761904765,0.005277777777777778,0.019795918367346937,0.06363636363636364,0.0038000000000000004,7.476,0.004355421686746988,0.009583333333333333
2022-08-14 11:09:48.738660611 +0000 UTC m=+33240.970461975,1660475388,0.020298507462686566,0.006666666666666666,0.004428571428571428,0.5611333333333334,0.1,0.008596153846153847,0.0032857142857142855,16.0808,0.0212,0.0036666666666666666,0.0034,0.003,0.020044642857142858,0.0035,0.005,8.232,0.004530120481927712,0.008382352941176471
2022-08-14 11:10:48.709614084 +0000 UTC m=+33300.941415438,1660475448,0.0196875,0.006875,0.005869565217391305,0.6622,0.3125,0.007612781954887218,0.0038571428571428567,15.682,0.0228,0.004333333333333333,0.004,0.00625,0.0202,0.01,0.004333333333333333,7.98,0.004515492957746479,0.008073770491803278
2022-08-14 11:11:48.605922076 +0000 UTC m=+33360.837723458,1660475508,0.020384615384615386,0.0075,0.0065,0.7054,0.1875,0.007965686274509803,0.004333333333333333,14.863733333333334,0.02096,0.0035,0.0037,0.0036666666666666666,0.02186046511627907,0.02125,0.0035,7.308,0.004222535211267605,0.008018867924528302
2022-08-14 11:12:48.737553979 +0000 UTC m=+33420.969355355,1660475568,0.019713114754098364,0.004333333333333333,0.003958904109589041,0.6732666666666667,0.2,0.013913043478260875,0.0055,14.618933333333333,0.0212,0.0035,0.003285714285714286,0.005,0.02078125,0.004636363636363636,0.0035,6.972,0.004372670807453417,0.007965116279069769
2022-08-14 11:13:48.596110934 +0000 UTC m=+33480.827912302,1660475628,0.02125,0.0075,0.005318181818181818,0.5714,0.15,0.00914351851851852,0.004333333333333333,12.697866666666666,0.0228,0.0036666666666666666,0.0037,0.0075,0.02,0.003,0.01,6.72,0.00480327868852459,0.009069767441860464
2022-08-14 11:14:48.586532005 +0000 UTC m=+33540.818333360,1660475688,0.020524193548387096,0.006666666666666666,0.006712328767123287,0.717,0.15625,0.00877016129032258,0.006,14.700533333333333,0.019600000000000003,0.003,0.0046,0.0035,0.020649999999999998,0.003333333333333333,0.003,8.232,0.004333333333333334,0.008020833333333335
2022-08-14 11:15:48.755861688 +0000 UTC m=+33600.987663041,1660475748,0.020949999999999996,0.0075,0.006201923076923076,0.5574,0.15625,0.008144329896907217,0.006,12.999466666666667,0.019600000000000003,0.003,0.003714285714285714,0.0032857142857142855,0.020255102040816327,0.003666666666666667,0.0036666666666666666,7.644,0.004414285714285714,0.008552631578947369
2022-08-14 11:16:48.614579076 +0000 UTC m=+33660.846380438,1660475808,0.0194921875,0.007,0.004758620689655172,0.6738666666666667,0.19375,0.008263358778625954,0.004,14.6104,0.019600000000000003,0.0034000000000000002,0.003666666666666667,0.0047777777777777775,0.01870535714285714,0.0038750000000000004,0.0034000000000000002,6.72,0.004551948051948053,0.008457446808510639
2022-08-14 11:17:48.733042149 +0000 UTC m=+33720.964843502,1660475868,0.02125,0.0036666666666666666,0.004806451612903225,0.7012666666666667,0.35,0.05384615384615385,0.003,14.068933333333332,0.021485714285714285,0.003,0.003333333333333333,0.0034000000000000002,0.01981818181818182,0.0625,0.003,7.308,0.0043276836158192096,0.00875
2022-08-14 11:18:48.712659892 +0000 UTC m=+33780.944461251,1660475928,0.02194915254237288,0.0075,0.0069505494505494505,0.6723333333333333,0.2,0.007284172661870504,0.0075,15.286,0.019600000000000003,0.004200000000000001,0.0041111111111111105,0.0035714285714285713,0.019568965517241382,0.004714285714285714,0.005,7.896,0.005,0.0090625
2022-08-14 11:19:48.70222945 +0000 UTC m=+33840.934030803,1660475988,0.02223684210526316,0.00625,0.0058620689655172415,0.6437999999999999,0.37499999999999994,0.008856382978723402,0.005,15.591866666666666,0.0228,0.0034000000000000002,0.003769230769230769,0.003999999999999999,0.01973404255319149,0.060000000000000005,0.004,6.888,0.005780075187969925,0.009375
2022-08-14 11:20:48.521758498 +0000 UTC m=+33900.753559851,1660476048,0.0215,0.005,0.004205479452054795,0.7177333333333333,0.29166666666666663,0.009272727272727273,0.0036666666666666666,15.033333333333333,0.019600000000000003,0.0032857142857142855,0.0033448275862068963,0.00625,0.02092391304347826,0.0038571428571428567,0.005,6.468,0.004436781609195402,0.008695652173913044
2022-08-14 11:21:48.733800248 +0000 UTC m=+33960.965601609,1660476108,0.021059322033898306,0.00875,0.004857142857142858,0.6704666666666667,0.25,0.009866071428571427,0.005,15.356266666666667,0.019600000000000003,0.004333333333333333,0.003999999999999999,0.005357142857142857,0.019342105263157893,0.004333333333333333,0.003,7.644,0.005376016260162601,0.0085
2022-08-14 11:22:48.757669054 +0000 UTC m=+34020.989470408,1660476168,0.02,0.0075,0.0062254901960784315,0.49219999999999997,0.375,0.008095238095238095,0.005625,11.007466666666668,0.0212,0.0032222222222222222,0.0038000000000000004,0.0035,0.7916666666666666,0.06111111111111111,0.005833333333333333,4.1926000000000005,0.0040217391304347835,0.008197674418604653
2022-08-14 11:23:48.638187007 +0000 UTC m=+34080.869988368,1660476228,0.019565217391304353,0.005833333333333333,0.006666666666666666,0.6503333333333333,0.35,0.008836633663366338,0.005833333333333333,15.344933333333332,0.0212,0.003,0.0033448275862068963,0.0055,0.25,0.01,0.005833333333333333,6.972,0.004523809523809524,0.008155737704918033
2022-08-14 11:24:48.732243651 +0000 UTC m=+34140.964045005,1660476288,0.02102040816326531,0.00625,0.004103448275862069,0.4723333333333333,0.3125,0.00925531914893617,0.0034000000000000002,11.403466666666667,0.020666666666666667,0.005,0.003588235294117647,0.0036666666666666666,0.5714285714285714,0.013749999999999998,0.004,5.208,0.004346666666666667,0.008397435897435898
2022-08-14 11:25:48.696977122 +0000 UTC m=+34200.928778474,1660476348,0.022272727272727274,0.00625,0.006301369863013699,0.6679333333333333,0.2125,0.007874015748031496,0.006875,15.5436,0.019600000000000003,0.003666666666666667,0.003947368421052632,0.005625,0.02056122448979592,0.004200000000000001,0.00625,7.476,0.005219298245614035,0.009244186046511628
2022-08-14 11:26:48.794377969 +0000 UTC m=+34261.026179322,1660476408,0.02125,0.0071875,0.006265060240963855,0.8020666666666667,0.1375,0.007869718309859155,0.006538461538461538,16.689733333333333,0.0228,0.00325,0.0037272727272727275,0.004285714285714287,0.020555555555555553,0.0035600000000000002,0.003999999999999999,7.812,0.004761517615176151,0.008636363636363636
2022-08-14 11:27:48.677565287 +0000 UTC m=+34320.909366640,1660476468,0.022023809523809522,0.00625,0.003666666666666667,0.7643333333333334,0.225,0.009065217391304347,0.005,16.956533333333333,0.02,0.004428571428571428,0.003285714285714286,0.005,0.019798387096774193,0.005,0.004,9.492,0.004781065088757396,0.00923469387755102
2022-08-14 11:28:48.665558747 +0000 UTC m=+34380.897360102,1660476528,0.021875,0.0075,0.0065441176470588235,0.5566666666666666,0.375,0.009890109890109888,0.005,14.960266666666666,0.0212,0.0034000000000000002,0.0042727272727272735,0.005,0.019807692307692307,0.05,0.004,7.56,0.004913725490196079,0.008611111111111111
2022-08-14 11:29:48.740143564 +0000 UTC m=+34440.971944938,1660476588,0.022397959183673467,0.0075,0.006267123287671233,0.6466000000000001,0.175,0.011071428571428567,0.006666666666666666,13.492666666666667,0.0228,0.005,0.00325,0.00425,0.02035,0.0375,0.0034000000000000002,7.056,0.004605351170568562,0.00951388888888889
2022-08-14 11:30:48.616300541 +0000 UTC m=+34500.848101895,1660476648,0.019642857142857146,0.0075,0.004152542372881356,0.5616666666666666,0.1,0.022500000000000006,0.003,10.8932,0.0228,0.003,0.0033000000000000004,0.0035,0.0196875,0.08125,0.005,6.888,0.004264214046822742,0.0076315789473684215
2022-08-14 11:31:48.661327038 +0000 UTC m=+34560.893128391,1660476708,0.021129032258064517,0.005,0.004159420289855073,0.6984666666666667,0.19,0.007759433962264151,0.005,15.435733333333333,0.0212,0.0036666666666666666,0.0039000000000000003,0.0036666666666666666,0.01944444444444444,0.004428571428571428,0.003,7.308,0.004325905292479108,0.009068627450980391
2022-08-14 11:32:48.609904144 +0000 UTC m=+34620.841705533,1660476768,0.0205,0.0075,0.006182432432432433,0.7517999999999999,0.175,0.008134920634920636,0.0075,16.3292,0.0212,0.0036666666666666666,0.0036666666666666666,0.0075,0.01958333333333333,0.003888888888888889,0.003,6.804,0.004596638655462185,0.00820754716981132
2022-08-14 11:33:48.628665509 +0000 UTC m=+34680.860466870,1660476828,0.021727272727272727,0.0075,0.006076923076923078,0.5823333333333334,0.175,0.0077546296296296295,0.0045,13.714799999999999,0.0212,0.003333333333333333,0.0034545454545454545,0.00625,0.01855263157894737,0.07142857142857142,0.00625,6.3,0.004255952380952381,0.008875
2022-08-14 11:34:48.838596227 +0000 UTC m=+34741.070397583,1660476888,0.021022727272727273,0.00625,0.0036741573033707863,0.6849333333333333,0.19,0.0064761904761904765,0.004,16.5996,0.0228,0.0034000000000000002,0.0036923076923076927,0.00375,0.019375,0.0044,0.004,8.232,0.004014018691588785,0.008549999999999999
2022-08-14 11:35:48.611802602 +0000 UTC m=+34800.843603956,1660476948,0.022631578947368423,0.005833333333333333,0.0045,0.6282000000000001,0.17499999999999996,0.0096875,0.0038571428571428567,14.430133333333334,0.019600000000000003,0.0032222222222222222,0.003444444444444444,0.006875,0.019375,0.005,0.0035,8.4,0.0043060109289617485,0.00926829268292683
2022-08-14 11:36:48.541980975 +0000 UTC m=+34860.773782342,1660477008,0.021059322033898306,0.0075,0.006267123287671233,0.5969333333333333,0.175,0.008256302521008403,0.006666666666666666,14.573466666666667,0.0228,0.0036666666666666666,0.0037058823529411765,0.005,0.01971311475409836,0.005,0.0075,8.652,0.004108808290155441,0.009013157894736843
2022-08-14 11:37:48.64006183 +0000 UTC m=+34920.871863183,1660477068,0.022284482758620692,0.0075,0.005933333333333334,0.6556666666666666,0.25,0.009842105263157895,0.00625,15.963733333333334,0.0228,0.0035714285714285713,0.003206896551724138,0.004428571428571428,0.019125,0.0625,0.003,8.064,0.004408970976253299,0.009100000000000002
2022-08-14 11:38:48.800158867 +0000 UTC m=+34981.031960221,1660477128,0.02241379310344828,0.0038000000000000004,0.004901639344262295,0.6796666666666666,0.19375,0.010731707317073177,0.0041111111111111105,14.9908,0.0228,0.0031538461538461538,0.00348,0.005,0.020649999999999998,0.04375,0.0038000000000000004,6.972,0.004934131736526946,0.009322916666666669
2022-08-14 11:39:48.740150802 +0000 UTC m=+35040.971952156,1660477188,0.020833333333333336,0.0075,0.006268115942028986,0.5812666666666666,0.175,0.008616504854368934,0.0075,15.162533333333332,0.019600000000000003,0.005,0.004066666666666666,0.005,0.019406779661016952,0.05,0.0075,8.148,0.005393617021276595,0.008921568627450981
2022-08-14 11:40:48.744451037 +0000 UTC m=+35100.976252404,1660477248,0.020746268656716416,0.0075,0.0067222222222222214,0.6266,0.2125,0.008739130434782609,0.006666666666666666,15.459866666666667,0.019600000000000003,0.004200000000000001,0.0036956521739130435,0.0032222222222222222,0.0211,0.0045,0.003,7.728,0.004691842900302115,0.008509615384615383
2022-08-14 11:41:48.704112575 +0000 UTC m=+35160.935913927,1660477308,0.020636363636363633,0.004,0.003984615384615385,0.5534,0.225,0.009731182795698925,0.005,13.3032,0.02,0.003,0.003181818181818182,0.0034000000000000002,0.01975,0.0046,0.00625,6.972,0.004386666666666666,0.008351063829787233
2022-08-14 11:42:48.794598792 +0000 UTC m=+35221.026400145,1660477368,0.022025862068965518,0.0035,0.004200000000000001,0.5567333333333333,0.175,0.00734090909090909,0.0035,13.892933333333332,0.019600000000000003,0.0032222222222222222,0.0030800000000000003,0.005833333333333333,0.019905660377358494,0.003666666666666667,0.004333333333333333,7.812,0.004192411924119241,0.009222222222222222
2022-08-14 11:43:48.967270657 +0000 UTC m=+35281.199072013,1660477428,0.020476190476190474,0.005833333333333333,0.006506849315068493,0.6876,0.43749999999999994,0.00975,0.005833333333333333,14.148399999999999,0.0212,0.003,0.0036666666666666666,0.004200000000000001,0.0187890625,0.0659090909090909,0.003,8.148,0.00435693215339233,0.00828125
2022-08-14 11:44:48.85375675 +0000 UTC m=+35341.085558111,1660477488,0.02220338983050848,0.0075,0.00625,0.629,0.19375,0.007443609022556391,0.005,14.828266666666666,0.019600000000000003,0.0035,0.003941176470588235,0.005,0.020384615384615386,0.0075,0.0035,8.064,0.00425668449197861,0.00909090909090909
2022-08-14 11:45:48.724973023 +0000 UTC m=+35400.956774376,1660477548,0.01967741935483871,0.004,0.004261538461538462,0.5973333333333334,0.075,0.007598425196850394,0.006666666666666667,13.719066666666668,0.019600000000000003,0.003,0.0035263157894736847,0.005,0.01972222222222222,0.004666666666666666,0.003,7.056,0.0043375,0.008173076923076924
2022-08-14 11:46:48.76998832 +0000 UTC m=+35461.001789674,1660477608,0.025347222222222222,0.005833333333333333,0.005090909090909091,0.7132000000000001,0.175,0.00902439024390244,0.004333333333333333,13.7964,0.019600000000000003,0.0032222222222222222,0.004714285714285714,0.0038000000000000004,0.0187890625,0.05,0.004333333333333333,7.476,0.004475308641975309,0.00951219512195122
2022-08-14 11:47:48.619871739 +0000 UTC m=+35520.851673093,1660477668,0.020454545454545454,0.006666666666666666,0.005848214285714286,0.6177333333333334,0.2,0.007627737226277373,0.0038000000000000004,13.528133333333333,0.0228,0.0036666666666666666,0.003461538461538461,0.005,0.019152542372881356,0.004428571428571428,0.0036666666666666666,7.728,0.004227621483375959,0.007989130434782608
2022-08-14 11:48:48.700162454 +0000 UTC m=+35580.931963808,1660477728,0.021896551724137934,0.00625,0.006546052631578948,0.7023333333333334,0.175,0.0087,0.00625,14.856666666666666,0.019600000000000003,0.004,0.0037826086956521737,0.004,0.019409090909090907,0.0046,0.004,7.392,0.0043369272237196764,0.009146341463414634
2022-08-14 11:49:48.859311942 +0000 UTC m=+35641.091113295,1660477788,0.023125,0.00625,0.004724137931034482,0.6925333333333333,0.225,0.00938679245283019,0.005,16.465466666666668,0.0212,0.0038571428571428567,0.004200000000000001,0.0075,0.020531914893617022,0.0375,0.0035,6.972,0.005138888888888889,0.012
2022-08-14 11:50:48.783466694 +0000 UTC m=+35701.015268047,1660477848,0.025,0.00625,0.004267605633802817,0.7263999999999999,0.3125,0.00838785046728972,0.003666666666666667,14.6388,0.0228,0.003666666666666667,0.003333333333333333,0.0045,0.019051724137931034,0.0375,0.004,7.308,0.004383753501400561,0.013249999999999998
2022-08-14 11:51:48.590256541 +0000 UTC m=+35760.822057910,1660477908,0.02346938775510204,0.006666666666666666,0.006027397260273973,0.5674,0.175,0.010348837209302325,0.005,14.5948,0.0212,0.0036666666666666666,0.0034761904761904765,0.005,0.018653846153846153,0.0042727272727272735,0.005,7.392,0.004715210355987055,0.011111111111111112
2022-08-14 11:52:48.750732437 +0000 UTC m=+35820.982533789,1660477968,0.02036764705882353,0.007083333333333334,0.005868055555555555,0.6704666666666667,0.25,0.009342105263157895,0.00475,16.20146666666667,0.0212,0.0035,0.0035600000000000002,0.004733333333333333,0.020294117647058827,0.009583333333333336,0.003333333333333333,7.98,0.004438692098092643,0.008272727272727274
2022-08-14 11:53:48.770693606 +0000 UTC m=+35881.002494960,1660478028,0.022794117647058822,0.00625,0.003944444444444445,0.5951333333333333,0.375,0.006776859504132231,0.00625,13.923466666666668,0.019600000000000003,0.004,0.003,0.0045,0.01994897959183673,0.025,0.003,7.98,0.004239193083573488,0.009625
2022-08-14 11:54:48.560481338 +0000 UTC m=+35940.792282691,1660478088,0.020652173913043477,0.0075,0.006566666666666667,0.6833333333333333,0.375,0.009918478260869567,0.006,16.947333333333333,0.019600000000000003,0.0032857142857142855,0.003444444444444445,0.006818181818181819,0.01894736842105263,0.004333333333333333,0.003,7.056,0.004956923076923077,0.00837962962962963
2022-08-14 11:55:48.678614792 +0000 UTC m=+36000.910416145,1660478148,0.022941176470588232,0.0075,0.00653125,0.5988,0.375,0.03125000000000001,0.007,13.888666666666666,0.019600000000000003,0.003,0.0040526315789473685,0.0075,0.019545454545454546,0.08,0.004,7.56,0.004860000000000001,0.00963235294117647
2022-08-14 11:56:48.766586074 +0000 UTC m=+36060.998387427,1660478208,0.021863636363636363,0.003,0.0040136986301369856,0.6452666666666667,0.375,0.0085,0.0038000000000000004,14.4408,0.019600000000000003,0.0032857142857142855,0.0036956521739130435,0.004,0.01951923076923077,0.004090909090909091,0.0036666666666666666,6.048,0.004364431486880467,0.009144736842105265
2022-08-14 11:57:48.716544561 +0000 UTC m=+36120.948345916,1660478268,0.02157894736842105,0.0075,0.0039722222222222225,0.6534,0.2,0.00986413043478261,0.005,13.738933333333332,0.019600000000000003,0.0034000000000000002,0.0037,0.004,0.01972222222222222,0.003999999999999999,0.00625,7.224,0.004331395348837209,0.00869047619047619
2022-08-14 11:58:48.747036048 +0000 UTC m=+36180.978837410,1660478328,0.02064516129032258,0.005833333333333333,0.006321428571428572,0.5564,0.225,0.00828125,0.005,14.984399999999999,0.019600000000000003,0.0032222222222222222,0.0035000000000000005,0.003769230769230769,0.020050000000000002,0.06562500000000002,0.0035,7.476,0.004220055710306406,0.008316326530612246
2022-08-14 11:59:48.661672957 +0000 UTC m=+36240.893474310,1660478388,0.021388888888888884,0.0075,0.005746268656716418,0.6747333333333333,0.375,0.021854838709677415,0.0036666666666666666,14.080266666666667,0.019600000000000003,0.003,0.0039000000000000003,0.003,0.020047169811320757,0.075,0.003,7.728,0.004264094955489615,0.008717948717948718
2022-08-14 12:00:48.703926904 +0000 UTC m=+36300.935728257,1660478448,0.020090909090909093,0.0075,0.004457627118644067,0.5347333333333334,0.2125,0.008839285714285714,0.005,13.9348,0.019600000000000003,0.003,0.003933333333333333,0.00325,0.01872950819672131,0.004428571428571428,0.004,7.812,0.004156342182890855,0.007833333333333333
2022-08-14 12:01:48.700656714 +0000 UTC m=+36360.932458066,1660478508,0.021035714285714286,0.0075,0.006676136363636363,0.7190666666666667,0.19375,0.009232142857142857,0.003666666666666667,16.9608,0.0208,0.003,0.003384615384615385,0.003769230769230769,0.01975,0.060714285714285714,0.0034000000000000002,7.728,0.004854748603351956,0.008854166666666668
2022-08-14 12:02:48.778661483 +0000 UTC m=+36421.010462838,1660478568,0.022115384615384613,0.0075,0.0065,0.6123999999999999,0.2,0.008464912280701755,0.006,13.657333333333334,0.0228,0.0036666666666666666,0.00325,0.003444444444444444,0.019893617021276597,0.00475,0.005,7.644,0.004406727828746178,0.00875
2022-08-14 12:03:48.696742107 +0000 UTC m=+36480.928543484,1660478628,0.022217741935483867,0.006666666666666666,0.004428571428571428,0.7424666666666667,0.1375,0.006961538461538462,0.004200000000000001,15.068133333333334,0.02,0.0032857142857142855,0.0035185185185185185,0.005833333333333333,0.0209375,0.00625,0.0036666666666666666,7.56,0.004780979827089337,0.009336734693877552
2022-08-14 12:04:48.732481286 +0000 UTC m=+36540.964282639,1660478688,0.02163793103448276,0.0075,0.004424242424242424,0.5982666666666666,0.175,0.008994845360824743,0.005,12.911466666666668,0.02,0.003,0.0038750000000000004,0.0075,0.019827586206896553,0.003999999999999999,0.004,8.484,0.004301408450704225,0.008882978723404255
2022-08-14 12:05:48.912402971 +0000 UTC m=+36601.144204334,1660478748,0.022155172413793105,0.0075,0.006577380952380953,0.6934666666666667,0.25,0.009375,0.006875,15.396,0.019600000000000003,0.0035,0.0034137931034482756,0.0067857142857142855,0.02010204081632653,0.033333333333333326,0.004333333333333333,8.064,0.0047317784256559765,0.009100000000000002
2022-08-14 12:06:48.901084302 +0000 UTC m=+36661.132885664,1660478808,0.022352941176470586,0.0075,0.006015625,0.6227999999999999,0.19375,0.009434782608695652,0.0064285714285714285,13.468533333333333,0.019600000000000003,0.0038571428571428567,0.003260869565217391,0.0065,0.01972222222222222,0.004200000000000001,0.004333333333333333,7.308,0.004421383647798743,0.0091875
2022-08-14 12:07:48.855859047 +0000 UTC m=+36721.087660434,1660478868,0.02328125,0.005,0.00440625,0.6537999999999999,0.37499999999999994,0.04572368421052631,0.004333333333333333,15.789866666666667,0.0228,0.0035,0.003888888888888889,0.004882352941176471,0.01975,0.04583333333333335,0.0032222222222222222,7.308,0.00478640776699029,0.009679487179487179
2022-08-14 12:08:48.757543591 +0000 UTC m=+36780.989344945,1660478928,0.02090909090909091,0.00625,0.004354838709677419,0.5436666666666666,0.175,0.00945,0.0034000000000000002,13.602666666666666,0.0228,0.004,0.00375,0.0034000000000000002,0.020090909090909093,0.00325,0.004,7.896,0.004295238095238096,0.008695652173913044
2022-08-14 12:09:48.809040339 +0000 UTC m=+36841.040841731,1660478988,0.020108695652173915,0.006875,0.006602564102564102,0.6863333333333334,0.2125,0.007268518518518519,0.0064285714285714285,15.633733333333334,0.0208,0.0035,0.004294117647058824,0.004666666666666666,0.020471698113207544,0.004555555555555556,0.0035,8.232,0.004594285714285714,0.008214285714285716
2022-08-14 12:10:48.678639561 +0000 UTC m=+36900.910440938,1660479048,0.02268181818181818,0.0075,0.006392857142857143,0.708,0.19375,0.015227272727272723,0.005,14.953866666666666,0.0228,0.004200000000000001,0.0032307692307692306,0.006875,0.02088235294117647,0.07,0.003,7.981064141885585,0.004475138121546961,0.009333333333333334
2022-08-14 12:11:48.718525487 +0000 UTC m=+36960.950326863,1660479108,0.02112903225806452,0.0045,0.004696969696969696,0.8014666666666667,0.175,0.011428571428571423,0.00425,15.875733333333333,0.019600000000000003,0.0045,0.0038000000000000004,0.0065,0.01909836065573771,0.029166666666666678,0.0038000000000000004,8.316,0.004227621483375959,0.00842391304347826
2022-08-14 12:12:48.73202638 +0000 UTC m=+37020.963827733,1660479168,0.020746268656716416,0.00625,0.004714285714285713,0.6464666666666667,0.1,0.009862385321100918,0.005,15.200133333333333,0.0212,0.004,0.004571428571428571,0.004333333333333333,0.02,0.005,0.003,8.736,0.005066539923954373,0.008541666666666668
2022-08-14 12:13:48.703821227 +0000 UTC m=+37080.935622584,1660479228,0.02143442622950819,0.0075,0.006475903614457831,0.7427333333333334,0.3333333333333333,0.02022727272727272,0.0064285714285714285,13.393333333333334,0.0228,0.004,0.0041,0.007777777777777778,0.021086956521739128,0.06875,0.005,7.392,0.0043939393939393945,0.009464285714285713
2022-08-14 12:14:48.781488095 +0000 UTC m=+37141.013289458,1660479288,0.020394736842105264,0.006666666666666666,0.00635593220338983,0.5107333333333334,0.2125,0.008940217391304347,0.006,14.244933333333332,0.02096,0.0032857142857142855,0.0037619047619047623,0.006071428571428571,0.020227272727272726,0.0075,0.005,6.636,0.004415282392026577,0.008076923076923077
2022-08-14 12:15:48.702684557 +0000 UTC m=+37200.934485909,1660479348,0.02060344827586207,0.0036666666666666666,0.004789473684210527,0.5656,0.2,0.009,0.003,14.020666666666665,0.019600000000000003,0.0036666666666666666,0.003272727272727273,0.005,0.019642857142857142,0.01,0.003,7.728,0.004491961414790997,0.00826530612244898
2022-08-14 12:16:48.719916097 +0000 UTC m=+37260.951717450,1660479408,0.02144736842105263,0.006666666666666666,0.006317567567567567,0.5798666666666666,0.25,0.0079,0.005,14.374799999999999,0.019600000000000003,0.0036666666666666666,0.003666666666666667,0.0075,0.019078947368421056,0.06785714285714287,0.0036666666666666666,7.14,0.004225988700564972,0.008284313725490197
2022-08-14 12:17:48.59603218 +0000 UTC m=+37320.827833538,1660479468,0.02137931034482759,0.0075,0.005912162162162162,0.7183333333333334,0.2,0.008471223021582734,0.005,13.924133333333334,0.019600000000000003,0.0036666666666666666,0.003909090909090909,0.004200000000000001,0.020416666666666663,0.004333333333333333,0.003,7.98,0.004326086956521738,0.008541666666666668
2022-08-14 12:18:48.732632217 +0000 UTC m=+37380.964433571,1660479528,0.020476190476190478,0.0045,0.004353846153846154,0.599,0.225,0.009421052631578946,0.0037272727272727275,17.473200000000002,0.0212,0.003142857142857143,0.003363636363636364,0.004555555555555556,0.02108695652173913,0.009,0.0032857142857142855,7.56,0.004206434316353887,0.008472222222222221
2022-08-14 12:19:48.869419899 +0000 UTC m=+37441.101221253,1660479588,0.02358490566037736,0.00625,0.0038148148148148143,0.6672,0.2,0.0079,0.0034000000000000002,15.682,0.0228,0.004,0.003357142857142857,0.004,0.020691489361702124,0.0075,0.003,7.308,0.004310344827586207,0.0112
2022-08-14 12:20:48.827133441 +0000 UTC m=+37501.058934796,1660479648,0.021120689655172414,0.0075,0.005846774193548387,0.5844,0.5,0.009979674796747969,0.005,14.115066666666667,0.0228,0.003,0.0041111111111111105,0.005625,0.01990566037735849,0.03125,0.003,7.476,0.004294117647058824,0.008920454545454547
2022-08-14 12:21:48.812695435 +0000 UTC m=+37561.044496794,1660479708,0.02196808510638298,0.0075,0.0069642857142857145,0.6921333333333334,0.2125,0.011562499999999995,0.005,13.7432,0.021066666666666668,0.003,0.003380952380952381,0.0038571428571428567,0.019,0.0075,0.003,6.888,0.004181008902077151,0.009428571428571429
